Position,Track Name,Artist,Streams,Date,Region,1dayago,pos-1,-1top10,2dayago,pos-2,-2top10,3dayago,pos-3,-3top10,4dayago,pos-4,-4top10,5dayago,pos-5,-5top10,6dayago,pos-6,-6top10,7dayago,pos-7,-7top10,currtop10
4,HUMBLE.,Kendrick Lamar,4376258,2017-05-10,global,4418367,4,yes,4290937,4,yes,3905939,4,yes,4470417,4,yes,4765857,4,yes,4606521,4,yes,4619696,4,yes,yes
5,Something Just Like This,The Chainsmokers,3329542,2017-05-10,global,3346499,5,yes,3299136,5,yes,3040136,5,yes,3482658,5,yes,3622415,5,yes,3470726,5,yes,3468968,5,yes,yes
6,Mask Off,Future,3246343,2017-05-10,global,3207234,6,yes,3116504,7,yes,2955912,6,yes,3393655,6,yes,3443966,6,yes,3311601,7,yes,3322262,7,yes,yes
7,It Ain't Me (with Selena Gomez),Kygo,3191874,2017-05-10,global,3190227,7,yes,3123951,6,yes,2881045,7,yes,3317417,7,yes,3406527,7,yes,3334106,6,yes,3357602,6,yes,yes
8,Stay (with Alessia Cara),Zedd,3132833,2017-05-10,global,3106026,8,yes,3015910,8,yes,2741163,9,yes,3107825,10,yes,3212385,9,yes,3153727,8,yes,3198022,8,yes,yes
9,That's What I Like,Bruno Mars,3007807,2017-05-10,global,2992639,9,yes,2926859,9,yes,2810674,8,yes,3171090,9,yes,3182826,10,yes,3070097,9,yes,3065387,9,yes,yes
10,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2915459,2017-05-10,global,2862986,11,no,2725318,12,no,2523489,13,no,2975670,11,no,3001098,13,no,2825992,13,no,2800786,13,no,yes
11,Symphony (feat. Zara Larsson),Clean Bandit,2886921,2017-05-10,global,2884657,10,yes,2813644,10,yes,2630636,11,no,2968236,12,no,3029209,11,no,2949237,10,yes,2978069,10,yes,no
12,Despacito (Featuring Daddy Yankee),Luis Fonsi,2874772,2017-05-10,global,2856626,12,no,2764159,11,no,2705118,10,yes,3256972,8,yes,3223518,8,yes,2926402,11,no,2875073,12,no,no
13,There's Nothing Holdin' Me Back,Shawn Mendes,2776905,2017-05-10,global,2747284,14,no,2644905,14,no,2357853,14,no,2560733,14,no,2616259,15,no,2568929,15,no,2587449,15,no,no
14,Passionfruit,Drake,2745576,2017-05-10,global,2762794,13,no,2716518,13,no,2549949,12,no,2904933,13,no,3010896,12,no,2917896,12,no,2931317,11,no,no
15,XO TOUR Llif3,Lil Uzi Vert,2381928,2017-05-10,global,2322090,16,no,2216099,16,no,2007099,17,no,2245623,19,no,2338929,17,no,2257108,17,no,2230362,18,no,no
16,Attention,Charlie Puth,2366496,2017-05-10,global,2296373,18,no,2131944,20,no,1814539,24,no,1959173,26,no,1926146,26,no,1870100,26,no,1873020,26,no,no
17,DNA.,Kendrick Lamar,2352205,2017-05-10,global,2394898,15,no,2348225,15,no,2104333,15,no,2433625,15,no,2658779,14,no,2625685,14,no,2638600,14,no,no
18,First Time,Kygo,2315429,2017-05-10,global,2276664,19,no,2153551,19,no,1840895,22,no,2121779,22,no,2168646,22,no,2055592,22,no,1963625,24,no,no
19,Unforgettable,French Montana,2282808,2017-05-10,global,2243209,20,no,2123279,22,no,1832025,23,no,2049808,23,no,2094545,23,no,1965068,25,no,1917319,25,no,no
20,Felices los 4,Maluma,2280225,2017-05-10,global,2305660,17,no,2201951,17,no,2032489,16,no,2353087,16,no,2290250,19,no,2075786,21,no,1992154,21,no,no
21,Slide,Calvin Harris,2264074,2017-05-10,global,2230650,21,no,2166375,18,no,2000659,18,no,2272040,18,no,2359827,16,no,2269844,16,no,2285695,16,no,no
22,Issues,Julia Michaels,2158006,2017-05-10,global,2174944,22,no,2122961,23,no,1931968,21,no,2135974,21,no,2212035,21,no,2190671,19,no,2225631,19,no,no
23,Scared to Be Lonely,Martin Garrix,2138399,2017-05-10,global,2151211,23,no,2129568,21,no,1966840,20,no,2282329,17,no,2331565,18,no,2253081,18,no,2260423,17,no,no
24,Galway Girl,Ed Sheeran,2130529,2017-05-10,global,2121777,24,no,2086055,24,no,1992168,19,no,2241814,20,no,2226954,20,no,2077043,20,no,1997999,20,no,no
25,Sign of the Times,Harry Styles,1991083,2017-05-10,global,1968779,26,no,1875901,26,no,1675858,26,no,1832297,28,no,1963008,25,no,1968192,24,no,1991291,22,no,no
27,Congratulations,Post Malone,1947627,2017-05-10,global,1829936,28,no,1581542,34,no,1259942,46,no,1385039,48,no,1451053,50,no,1413726,46,no,1393164,46,no,no
28,iSpy (feat. Lil Yachty),Kyle,1930540,2017-05-10,global,1907239,27,no,1863354,27,no,1810120,25,no,2002294,24,no,2044322,24,no,1983220,23,no,1980862,23,no,no
29,Good Life (with G-Eazy & Kehlani),G-Eazy,1745772,2017-05-10,global,1733485,31,no,1730742,28,no,1607236,29,no,1763288,30,no,1830363,30,no,1811077,28,no,1869202,27,no,no
30,SUBEME LA RADIO,Enrique Iglesias,1743690,2017-05-10,global,1736636,30,no,1677832,31,no,1635838,27,no,1996210,25,no,1907130,27,no,1747619,30,no,1718548,32,no,no
31,Me Rehúso,Danny Ocean,1733284,2017-05-10,global,1738853,29,no,1678064,30,no,1612006,28,no,1869412,27,no,1835406,29,no,1690690,32,no,1674046,33,no,no
32,No Promises (feat. Demi Lovato),Cheat Codes,1719774,2017-05-10,global,1712902,32,no,1645733,32,no,1405822,36,no,1541506,39,no,1599173,41,no,1593100,38,no,1589216,40,no,no
33,The Cure,Lady Gaga,1682890,2017-05-10,global,1670637,34,no,1616425,33,no,1433070,35,no,1595591,36,no,1685807,33,no,1695745,31,no,1762550,30,no,no
34,Paris,The Chainsmokers,1682353,2017-05-10,global,1702897,33,no,1686280,29,no,1586407,30,no,1816669,29,no,1891036,28,no,1821118,27,no,1814053,28,no,no
35,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1610242,2017-05-10,global,1551180,38,no,1428116,43,no,1265473,45,no,1459864,43,no,1464853,48,no,1425440,45,no,1420293,45,no,no
36,Now Or Never,Halsey,1606257,2017-05-10,global,1614775,35,no,1520528,37,no,1335623,41,no,1422488,46,no,1518313,45,no,1582781,39,no,1604382,37,no,no
37,Cold,Maroon 5,1576355,2017-05-10,global,1598006,36,no,1562092,36,no,1444636,33,no,1635667,35,no,1687940,32,no,1672226,33,no,1729125,31,no,no
39,Location,Khalid,1548005,2017-05-10,global,1534641,40,no,1504020,38,no,1356415,39,no,1439173,45,no,1542802,44,no,1566023,41,no,1592544,39,no,no
40,Believer,Imagine Dragons,1539874,2017-05-10,global,1527554,41,no,1475206,41,no,1348858,40,no,1576837,37,no,1770678,31,no,1781753,29,no,1799046,29,no,no
41,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1533305,2017-05-10,global,1539127,39,no,1498397,39,no,1435289,34,no,1652689,33,no,1675936,34,no,1605175,37,no,1583604,41,no,no
42,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1505940,2017-05-10,global,1524364,42,no,1477399,40,no,1381561,37,no,1548622,38,no,1648743,37,no,1630669,35,no,1626896,35,no,no
44,LOVE. FEAT. ZACARI.,Kendrick Lamar,1434301,2017-05-10,global,1467389,43,no,1446076,42,no,1272380,43,no,1417184,47,no,1574863,43,no,1611655,36,no,1612957,36,no,no
45,You Don't Know Me - Radio Edit,Jax Jones,1423481,2017-05-10,global,1416678,46,no,1419494,45,no,1374480,38,no,1643461,34,no,1637833,39,no,1510033,43,no,1509718,43,no,no
46,I Feel It Coming,The Weeknd,1412738,2017-05-10,global,1437626,45,no,1397357,46,no,1294892,42,no,1528096,40,no,1586996,42,no,1511228,42,no,1505759,44,no,no
47,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1406345,2017-05-10,global,1439130,44,no,1419837,44,no,1266154,44,no,1451711,44,no,1636334,40,no,1661966,34,no,1663241,34,no,no
49,Solo Dance,Martin Jensen,1380007,2017-05-10,global,1361389,48,no,1309313,48,no,1248961,48,no,1474422,42,no,1493701,46,no,1399026,47,no,1386214,47,no,no
50,El Amante,Nicky Jam,1334323,2017-05-10,global,1331784,49,no,1281544,50,no,1252052,47,no,1496347,41,no,1460826,49,no,1352817,49,no,1330538,49,no,no
1,Despacito - Remix,Luis Fonsi,7137840,2017-05-11,global,7065438,1,yes,7045859,1,yes,6785649,1,yes,6257332,1,yes,7307384,1,yes,7376863,1,yes,6841907,1,yes,yes
2,I'm the One,DJ Khaled,5752765,2017-05-11,global,5781139,2,yes,5784154,2,yes,5631473,2,yes,4961922,2,yes,5668273,2,yes,6017497,2,yes,5868560,2,yes,yes
3,Shape of You,Ed Sheeran,4784954,2017-05-11,global,4842284,3,yes,4855405,3,yes,4746179,3,yes,4588455,3,yes,5282369,3,yes,5264790,3,yes,4972140,3,yes,yes
4,HUMBLE.,Kendrick Lamar,4347383,2017-05-11,global,4376258,4,yes,4418367,4,yes,4290937,4,yes,3905939,4,yes,4470417,4,yes,4765857,4,yes,4606521,4,yes,yes
5,Something Just Like This,The Chainsmokers,3332441,2017-05-11,global,3329542,5,yes,3346499,5,yes,3299136,5,yes,3040136,5,yes,3482658,5,yes,3622415,5,yes,3470726,5,yes,yes
6,Mask Off,Future,3301867,2017-05-11,global,3246343,6,yes,3207234,6,yes,3116504,7,yes,2955912,6,yes,3393655,6,yes,3443966,6,yes,3311601,7,yes,yes
7,It Ain't Me (with Selena Gomez),Kygo,3150240,2017-05-11,global,3191874,7,yes,3190227,7,yes,3123951,6,yes,2881045,7,yes,3317417,7,yes,3406527,7,yes,3334106,6,yes,yes
8,Stay (with Alessia Cara),Zedd,3108151,2017-05-11,global,3132833,8,yes,3106026,8,yes,3015910,8,yes,2741163,9,yes,3107825,10,yes,3212385,9,yes,3153727,8,yes,yes
9,That's What I Like,Bruno Mars,2969939,2017-05-11,global,3007807,9,yes,2992639,9,yes,2926859,9,yes,2810674,8,yes,3171090,9,yes,3182826,10,yes,3070097,9,yes,yes
10,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2918819,2017-05-11,global,2915459,10,yes,2862986,11,no,2725318,12,no,2523489,13,no,2975670,11,no,3001098,13,no,2825992,13,no,yes
11,Despacito (Featuring Daddy Yankee),Luis Fonsi,2887015,2017-05-11,global,2874772,12,no,2856626,12,no,2764159,11,no,2705118,10,yes,3256972,8,yes,3223518,8,yes,2926402,11,no,no
12,Symphony (feat. Zara Larsson),Clean Bandit,2857588,2017-05-11,global,2886921,11,no,2884657,10,yes,2813644,10,yes,2630636,11,no,2968236,12,no,3029209,11,no,2949237,10,yes,no
13,There's Nothing Holdin' Me Back,Shawn Mendes,2781436,2017-05-11,global,2776905,13,no,2747284,14,no,2644905,14,no,2357853,14,no,2560733,14,no,2616259,15,no,2568929,15,no,no
14,Passionfruit,Drake,2717156,2017-05-11,global,2745576,14,no,2762794,13,no,2716518,13,no,2549949,12,no,2904933,13,no,3010896,12,no,2917896,12,no,no
15,XO TOUR Llif3,Lil Uzi Vert,2422412,2017-05-11,global,2381928,15,no,2322090,16,no,2216099,16,no,2007099,17,no,2245623,19,no,2338929,17,no,2257108,17,no,no
16,Attention,Charlie Puth,2370674,2017-05-11,global,2366496,16,no,2296373,18,no,2131944,20,no,1814539,24,no,1959173,26,no,1926146,26,no,1870100,26,no,no
17,First Time,Kygo,2360804,2017-05-11,global,2315429,18,no,2276664,19,no,2153551,19,no,1840895,22,no,2121779,22,no,2168646,22,no,2055592,22,no,no
18,DNA.,Kendrick Lamar,2316008,2017-05-11,global,2352205,17,no,2394898,15,no,2348225,15,no,2104333,15,no,2433625,15,no,2658779,14,no,2625685,14,no,no
19,Felices los 4,Maluma,2276579,2017-05-11,global,2280225,20,no,2305660,17,no,2201951,17,no,2032489,16,no,2353087,16,no,2290250,19,no,2075786,21,no,no
20,Slide,Calvin Harris,2249393,2017-05-11,global,2264074,21,no,2230650,21,no,2166375,18,no,2000659,18,no,2272040,18,no,2359827,16,no,2269844,16,no,no
21,Unforgettable,French Montana,2207786,2017-05-11,global,2282808,19,no,2243209,20,no,2123279,22,no,1832025,23,no,2049808,23,no,2094545,23,no,1965068,25,no,no
22,Issues,Julia Michaels,2143431,2017-05-11,global,2158006,22,no,2174944,22,no,2122961,23,no,1931968,21,no,2135974,21,no,2212035,21,no,2190671,19,no,no
23,Galway Girl,Ed Sheeran,2138304,2017-05-11,global,2130529,24,no,2121777,24,no,2086055,24,no,1992168,19,no,2241814,20,no,2226954,20,no,2077043,20,no,no
24,Scared to Be Lonely,Martin Garrix,2113796,2017-05-11,global,2138399,23,no,2151211,23,no,2129568,21,no,1966840,20,no,2282329,17,no,2331565,18,no,2253081,18,no,no
25,Sign of the Times,Harry Styles,1995663,2017-05-11,global,1991083,25,no,1968779,26,no,1875901,26,no,1675858,26,no,1832297,28,no,1963008,25,no,1968192,24,no,no
26,Congratulations,Post Malone,1956814,2017-05-11,global,1947627,27,no,1829936,28,no,1581542,34,no,1259942,46,no,1385039,48,no,1451053,50,no,1413726,46,no,no
28,iSpy (feat. Lil Yachty),Kyle,1932823,2017-05-11,global,1930540,28,no,1907239,27,no,1863354,27,no,1810120,25,no,2002294,24,no,2044322,24,no,1983220,23,no,no
29,SUBEME LA RADIO,Enrique Iglesias,1758116,2017-05-11,global,1743690,30,no,1736636,30,no,1677832,31,no,1635838,27,no,1996210,25,no,1907130,27,no,1747619,30,no,no
30,Good Life (with G-Eazy & Kehlani),G-Eazy,1731745,2017-05-11,global,1745772,29,no,1733485,31,no,1730742,28,no,1607236,29,no,1763288,30,no,1830363,30,no,1811077,28,no,no
31,No Promises (feat. Demi Lovato),Cheat Codes,1729307,2017-05-11,global,1719774,32,no,1712902,32,no,1645733,32,no,1405822,36,no,1541506,39,no,1599173,41,no,1593100,38,no,no
32,Me Rehúso,Danny Ocean,1703008,2017-05-11,global,1733284,31,no,1738853,29,no,1678064,30,no,1612006,28,no,1869412,27,no,1835406,29,no,1690690,32,no,no
33,Paris,The Chainsmokers,1666637,2017-05-11,global,1682353,34,no,1702897,33,no,1686280,29,no,1586407,30,no,1816669,29,no,1891036,28,no,1821118,27,no,no
34,The Cure,Lady Gaga,1650808,2017-05-11,global,1682890,33,no,1670637,34,no,1616425,33,no,1433070,35,no,1595591,36,no,1685807,33,no,1695745,31,no,no
35,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1628407,2017-05-11,global,1610242,35,no,1551180,38,no,1428116,43,no,1265473,45,no,1459864,43,no,1464853,48,no,1425440,45,no,no
36,Now Or Never,Halsey,1614415,2017-05-11,global,1606257,36,no,1614775,35,no,1520528,37,no,1335623,41,no,1422488,46,no,1518313,45,no,1582781,39,no,no
38,Location,Khalid,1554255,2017-05-11,global,1548005,39,no,1534641,40,no,1504020,38,no,1356415,39,no,1439173,45,no,1542802,44,no,1566023,41,no,no
39,Cold,Maroon 5,1535910,2017-05-11,global,1576355,37,no,1598006,36,no,1562092,36,no,1444636,33,no,1635667,35,no,1687940,32,no,1672226,33,no,no
40,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1530904,2017-05-11,global,1533305,41,no,1539127,39,no,1498397,39,no,1435289,34,no,1652689,33,no,1675936,34,no,1605175,37,no,no
41,Believer,Imagine Dragons,1521938,2017-05-11,global,1539874,40,no,1527554,41,no,1475206,41,no,1348858,40,no,1576837,37,no,1770678,31,no,1781753,29,no,no
43,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1496916,2017-05-11,global,1505940,42,no,1524364,42,no,1477399,40,no,1381561,37,no,1548622,38,no,1648743,37,no,1630669,35,no,no
44,LOVE. FEAT. ZACARI.,Kendrick Lamar,1420817,2017-05-11,global,1434301,44,no,1467389,43,no,1446076,42,no,1272380,43,no,1417184,47,no,1574863,43,no,1611655,36,no,no
45,You Don't Know Me - Radio Edit,Jax Jones,1415837,2017-05-11,global,1423481,45,no,1416678,46,no,1419494,45,no,1374480,38,no,1643461,34,no,1637833,39,no,1510033,43,no,no
47,I Feel It Coming,The Weeknd,1404406,2017-05-11,global,1412738,46,no,1437626,45,no,1397357,46,no,1294892,42,no,1528096,40,no,1586996,42,no,1511228,42,no,no
48,Solo Dance,Martin Jensen,1380062,2017-05-11,global,1380007,49,no,1361389,48,no,1309313,48,no,1248961,48,no,1474422,42,no,1493701,46,no,1399026,47,no,no
49,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1377540,2017-05-11,global,1406345,47,no,1439130,44,no,1419837,44,no,1266154,44,no,1451711,44,no,1636334,40,no,1661966,34,no,no
50,El Amante,Nicky Jam,1327683,2017-05-11,global,1334323,50,no,1331784,49,no,1281544,50,no,1252052,47,no,1496347,41,no,1460826,49,no,1352817,49,no,no
1,Despacito - Remix,Luis Fonsi,7631118,2017-05-12,global,7137840,1,yes,7065438,1,yes,7045859,1,yes,6785649,1,yes,6257332,1,yes,7307384,1,yes,7376863,1,yes,yes
2,I'm the One,DJ Khaled,6003566,2017-05-12,global,5752765,2,yes,5781139,2,yes,5784154,2,yes,5631473,2,yes,4961922,2,yes,5668273,2,yes,6017497,2,yes,yes
3,Shape of You,Ed Sheeran,5057461,2017-05-12,global,4784954,3,yes,4842284,3,yes,4855405,3,yes,4746179,3,yes,4588455,3,yes,5282369,3,yes,5264790,3,yes,yes
4,HUMBLE.,Kendrick Lamar,4541535,2017-05-12,global,4347383,4,yes,4376258,4,yes,4418367,4,yes,4290937,4,yes,3905939,4,yes,4470417,4,yes,4765857,4,yes,yes
5,Mask Off,Future,3518790,2017-05-12,global,3301867,6,yes,3246343,6,yes,3207234,6,yes,3116504,7,yes,2955912,6,yes,3393655,6,yes,3443966,6,yes,yes
6,Something Just Like This,The Chainsmokers,3509797,2017-05-12,global,3332441,5,yes,3329542,5,yes,3346499,5,yes,3299136,5,yes,3040136,5,yes,3482658,5,yes,3622415,5,yes,yes
7,It Ain't Me (with Selena Gomez),Kygo,3252222,2017-05-12,global,3150240,7,yes,3191874,7,yes,3190227,7,yes,3123951,6,yes,2881045,7,yes,3317417,7,yes,3406527,7,yes,yes
8,Stay (with Alessia Cara),Zedd,3206463,2017-05-12,global,3108151,8,yes,3132833,8,yes,3106026,8,yes,3015910,8,yes,2741163,9,yes,3107825,10,yes,3212385,9,yes,yes
9,Despacito (Featuring Daddy Yankee),Luis Fonsi,3157079,2017-05-12,global,2887015,11,no,2874772,12,no,2856626,12,no,2764159,11,no,2705118,10,yes,3256972,8,yes,3223518,8,yes,yes
10,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,3118836,2017-05-12,global,2918819,10,yes,2915459,10,yes,2862986,11,no,2725318,12,no,2523489,13,no,2975670,11,no,3001098,13,no,yes
11,That's What I Like,Bruno Mars,3085781,2017-05-12,global,2969939,9,yes,3007807,9,yes,2992639,9,yes,2926859,9,yes,2810674,8,yes,3171090,9,yes,3182826,10,yes,no
13,Symphony (feat. Zara Larsson),Clean Bandit,2923727,2017-05-12,global,2857588,12,no,2886921,11,no,2884657,10,yes,2813644,10,yes,2630636,11,no,2968236,12,no,3029209,11,no,no
14,Sign of the Times,Harry Styles,2919779,2017-05-12,global,1995663,25,no,1991083,25,no,1968779,26,no,1875901,26,no,1675858,26,no,1832297,28,no,1963008,25,no,no
15,Passionfruit,Drake,2907208,2017-05-12,global,2717156,14,no,2745576,14,no,2762794,13,no,2716518,13,no,2549949,12,no,2904933,13,no,3010896,12,no,no
16,There's Nothing Holdin' Me Back,Shawn Mendes,2845887,2017-05-12,global,2781436,13,no,2776905,13,no,2747284,14,no,2644905,14,no,2357853,14,no,2560733,14,no,2616259,15,no,no
17,XO TOUR Llif3,Lil Uzi Vert,2529347,2017-05-12,global,2422412,15,no,2381928,15,no,2322090,16,no,2216099,16,no,2007099,17,no,2245623,19,no,2338929,17,no,no
18,Felices los 4,Maluma,2516354,2017-05-12,global,2276579,19,no,2280225,20,no,2305660,17,no,2201951,17,no,2032489,16,no,2353087,16,no,2290250,19,no,no
19,First Time,Kygo,2447123,2017-05-12,global,2360804,17,no,2315429,18,no,2276664,19,no,2153551,19,no,1840895,22,no,2121779,22,no,2168646,22,no,no
20,Attention,Charlie Puth,2427305,2017-05-12,global,2370674,16,no,2366496,16,no,2296373,18,no,2131944,20,no,1814539,24,no,1959173,26,no,1926146,26,no,no
21,Slide,Calvin Harris,2394540,2017-05-12,global,2249393,20,no,2264074,21,no,2230650,21,no,2166375,18,no,2000659,18,no,2272040,18,no,2359827,16,no,no
22,DNA.,Kendrick Lamar,2378890,2017-05-12,global,2316008,18,no,2352205,17,no,2394898,15,no,2348225,15,no,2104333,15,no,2433625,15,no,2658779,14,no,no
23,Unforgettable,French Montana,2302238,2017-05-12,global,2207786,21,no,2282808,19,no,2243209,20,no,2123279,22,no,1832025,23,no,2049808,23,no,2094545,23,no,no
24,Galway Girl,Ed Sheeran,2231553,2017-05-12,global,2138304,23,no,2130529,24,no,2121777,24,no,2086055,24,no,1992168,19,no,2241814,20,no,2226954,20,no,no
25,Scared to Be Lonely,Martin Garrix,2180833,2017-05-12,global,2113796,24,no,2138399,23,no,2151211,23,no,2129568,21,no,1966840,20,no,2282329,17,no,2331565,18,no,no
26,Issues,Julia Michaels,2135259,2017-05-12,global,2143431,22,no,2158006,22,no,2174944,22,no,2122961,23,no,1931968,21,no,2135974,21,no,2212035,21,no,no
27,Congratulations,Post Malone,2004526,2017-05-12,global,1956814,26,no,1947627,27,no,1829936,28,no,1581542,34,no,1259942,46,no,1385039,48,no,1451053,50,no,no
28,iSpy (feat. Lil Yachty),Kyle,1981788,2017-05-12,global,1932823,28,no,1930540,28,no,1907239,27,no,1863354,27,no,1810120,25,no,2002294,24,no,2044322,24,no,no
29,SUBEME LA RADIO,Enrique Iglesias,1918509,2017-05-12,global,1758116,29,no,1743690,30,no,1736636,30,no,1677832,31,no,1635838,27,no,1996210,25,no,1907130,27,no,no
30,1-800-273-8255,Logic,1875004,2017-05-12,global,1945875,27,no,1986626,26,no,1986668,25,no,1928830,25,no,1564483,31,no,1692063,31,no,1654417,36,no,no
31,Me Rehúso,Danny Ocean,1864774,2017-05-12,global,1703008,32,no,1733284,31,no,1738853,29,no,1678064,30,no,1612006,28,no,1869412,27,no,1835406,29,no,no
32,Good Life (with G-Eazy & Kehlani),G-Eazy,1759639,2017-05-12,global,1731745,30,no,1745772,29,no,1733485,31,no,1730742,28,no,1607236,29,no,1763288,30,no,1830363,30,no,no
33,No Promises (feat. Demi Lovato),Cheat Codes,1722239,2017-05-12,global,1729307,31,no,1719774,32,no,1712902,32,no,1645733,32,no,1405822,36,no,1541506,39,no,1599173,41,no,no
34,Paris,The Chainsmokers,1721300,2017-05-12,global,1666637,33,no,1682353,34,no,1702897,33,no,1686280,29,no,1586407,30,no,1816669,29,no,1891036,28,no,no
35,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1712004,2017-05-12,global,1628407,35,no,1610242,35,no,1551180,38,no,1428116,43,no,1265473,45,no,1459864,43,no,1464853,48,no,no
36,The Cure,Lady Gaga,1677938,2017-05-12,global,1650808,34,no,1682890,33,no,1670637,34,no,1616425,33,no,1433070,35,no,1595591,36,no,1685807,33,no,no
39,Believer,Imagine Dragons,1610533,2017-05-12,global,1521938,41,no,1539874,40,no,1527554,41,no,1475206,41,no,1348858,40,no,1576837,37,no,1770678,31,no,no
40,Call On Me - Ryan Riback Extended Remix,Starley,1600180,2017-05-12,global,1560461,37,no,1562779,38,no,1596604,37,no,1571555,35,no,1461120,32,no,1684439,32,no,1655123,35,no,no
41,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1585877,2017-05-12,global,1530904,40,no,1533305,41,no,1539127,39,no,1498397,39,no,1435289,34,no,1652689,33,no,1675936,34,no,no
42,Now Or Never,Halsey,1577479,2017-05-12,global,1614415,36,no,1606257,36,no,1614775,35,no,1520528,37,no,1335623,41,no,1422488,46,no,1518313,45,no,no
43,Location,Khalid,1568488,2017-05-12,global,1554255,38,no,1548005,39,no,1534641,40,no,1504020,38,no,1356415,39,no,1439173,45,no,1542802,44,no,no
45,Cold,Maroon 5,1541211,2017-05-12,global,1535910,39,no,1576355,37,no,1598006,36,no,1562092,36,no,1444636,33,no,1635667,35,no,1687940,32,no,no
46,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1523305,2017-05-12,global,1496916,43,no,1505940,42,no,1524364,42,no,1477399,40,no,1381561,37,no,1548622,38,no,1648743,37,no,no
